pkey,con_id,owner,view_name,dma_source_id,dma_manual_id
dms-test_2024-06-13094240,1,MOCKSCHEMA,EMP_DETAILS_VIEW,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,ORACLE_TO_CHAR_DATE,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,ORACLE_TRUNC_DATE,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,VW_LISTAGG,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,VW_LISTAGG_OVERFLOW,Postgres,
