PKEY|CON_ID|OWNER|TABLE_NAME|COLUMN_NAME|DATA_TYPE|DATA_LENGTH|DATA_PRECISION|DATA_SCALE|NULLABLE|DMA_SOURCE_ID|DMA_MANUAL_ID
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|DEPARTMENTS|LOCATION_ID|NUMBER|22|4|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|SAMPLE_NUMBER_DATA_TYPE|COL1_NUMBER_INT|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|SAMPLE_NUMBER_DATA_TYPE|COL2_NUMBER_DECIMAL|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|SAMPLE_NUMBER_DATA_TYPE|COL3_NUMBER_HIGH_DECIMAL|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|SAMPLE_NUMBER_DATA_TYPE|COL4|NUMBER|22|5|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|SAMPLE_NUMBER_DATA_TYPE|COL5|NUMBER|22|12|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|SAMPLE_NUMBER_DATA_TYPE|COL6|NUMBER|22|32|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|SAMPLE_NUMBER_DATA_TYPE|COL7|NUMBER|22|12|2|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|SAMPLE_NUMBER_DATA_TYPE|COL8|NUMBER|22|24|5|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|SAMPLE_NUMBER_DATA_TYPE|COL9|NUMBER|22|32|10|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|JOB_HISTORY|EMPLOYEE_ID|NUMBER|22|6|0|N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|JOB_HISTORY|START_DATE|DATE|7|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|JOB_HISTORY|END_DATE|DATE|7|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|JOB_HISTORY|JOB_ID|VARCHAR2|10|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|JOB_HISTORY|DEPARTMENT_ID|NUMBER|22|4|0|Y|instance-1_nok19orcl_729121870|'NA'
