PKEY|CON_ID|OWNER|TABLE_NAME|COLUMN_NAME|DATA_TYPE|DATA_LENGTH|DATA_PRECISION|DATA_SCALE|NULLABLE|DMA_SOURCE_ID|DMA_MANUAL_ID
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|MY_TEMP_TABLE|DESCRIPTION|VARCHAR2|20|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_LISTAGG|DEPARTMENT_ID|NUMBER|22|4|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_LISTAGG|MEMBERS|VARCHAR2|4000|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TRUNC_DATE|Original Date|TIMESTAMP(9)|11||9|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TRUNC_DATE|Date, time removed|DATE|7|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TRUNC_DATE|Nearest Minute|VARCHAR2|26|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TRUNC_DATE|Start of Week|DATE|7|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TRUNC_DATE|Start of Month|DATE|7|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TRUNC_DATE|Start of Year|DATE|7|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_REGEX_ORACLE|STR|CHAR|6|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_REGEX_ORACLE|ReplaceNumber|VARCHAR2|4000|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_REGEX_ORACLE|FirstNumber|VARCHAR2|24|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_REGEX_ORACLE|1stNumString|VARCHAR2|24|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_REGEX_ORACLE|IS_A_VALID_EMAIL|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_REGEX_ORACLE|CASE_INSENSITIVE_E|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_REGEX_ORACLE|CASE_SENSITIVE_a|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|EMPLOYEE_ID|NUMBER|22|6|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|JOB_ID|VARCHAR2|10|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|MANAGER_ID|NUMBER|22|6|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|DEPARTMENT_ID|NUMBER|22|4|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|LOCATION_ID|NUMBER|22|4|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|COUNTRY_ID|CHAR|2|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|FIRST_NAME|VARCHAR2|20|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|LAST_NAME|VARCHAR2|25|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|SALARY|NUMBER|22|8|2|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|COMMISSION_PCT|NUMBER|22|2|2|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|DEPARTME|VARCHAR2|30|||N|instance-1_nok19orcl_729121870|'NA'
||||NT_NAME|||||||
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|JOB_TITLE|VARCHAR2|35|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|CITY|VARCHAR2|30|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|STATE_PROVINCE|VARCHAR2|25|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|COUNTRY_NAME|VARCHAR2|40|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMP_DETAILS_VIEW|REGION_NAME|VARCHAR2|25|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_PIVOT_2|NOC|CHAR|3|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_PIVOT_2|GOLD|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_PIVOT_2|SILVER|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_PIVOT_2|BRONZE|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_LISTAGG_DISTINCT|DEPARTMENT_ID|NUMBER|22|4|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_LISTAGG_DISTINCT|MEMBERS|VARCHAR2|4000|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES_BKP|EMPLOYEE_ID|NUMBER|22|6|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|JOBS|JOB_ID|VARCHAR2|10|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|JOBS|JOB_TITLE|VARCHAR2|35|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|JOBS|MIN_SALARY|NUMBER|22|6|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|JOBS|MAX_SALARY|NUMBER|22|6|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|REGIONS|REGION_ID|NUMBER|22|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|REGIONS|REGION_NAME|VARCHAR2|25|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL1|CHAR|1|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL2|CHAR|10|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL3|VARCHAR2|10|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL4|VARCHAR2|10|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL5|CLOB|4000|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL6|NUMBER|22||0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL7|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL8|NUMBER|22|8|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL9|NUMBER|22|10|2|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL10|NUMBER|22|11|2|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL11|NUMBER|22||5|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL12|FLOAT|22|126||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL13|DATE|7|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL14|TIMESTAMP(6)|11||6|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL15|TIMESTAMP(6) WITH TIME ZONE|13||6|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL16|NUMBER|22|10|2|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL17|BLOB|4000|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL18|BFILE|530|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL19|LONG|0|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL20|ROWID|10|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL21|RAW|32|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL22|BINARY_FLOAT|4|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL23|BINARY_DOUBLE|8|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL24|BINARY_DOUBLE|8|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL25|NCHAR|2|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL26|NVARCHAR2|2|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL27|TIMESTAMP(9)|11||9|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL28|TIMESTAMP(0)|7||0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL29|NUMBER|22||0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_DATA_TYPE_TEST|COL30|NUMBER|22||0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_LISTAGG_OVERFLOW|DEPARTMENT_ID|NUMBER|22|4|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|VW_LISTAGG_OVERFLOW|MEMBERS|VARCHAR2|4000|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TO_CHAR_NUM|Input Number N|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TO_CHAR_NUM|CHAR_N|VARCHAR2|40|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TO_CHAR_NUM|Number with Commas|VARCHAR2|13|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TO_CHAR_NUM|Zero_padded Number|VARCHAR2|14|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TO_CHAR_NUM|Scientific Notation|VARCHAR2|9|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TO_CHAR_NUM|MONETARY|VARCHAR2|14|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|ORACLE_TO_CHAR_NUM|Hexadecimal Value|VARCHAR2|7|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|COUNTRIES|COUNTRY_ID|CHAR|2|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|COUNTRIES|COUNTRY_NAME|VARCHAR2|40|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|COUNTRIES|REGION_ID|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_TEST_FUNCTIONAL_INDEX_2|COL_1|NUMBER|22|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_TEST_FUNCTIONAL_INDEX_2|COL_2|DATE|7|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_TEST_FUNCTIONAL_INDEX_2|COL_3|VARCHAR2|1|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|TBL_TEST_FUNCTIONAL_INDEX_2|COL_4|DATE|7|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|LOCATIONS|LOCATION_ID|NUMBER|22|4|0|N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|LOCATIONS|STREET_ADDRESS|VARCHAR2|40|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|LOCATIONS|POSTAL_CODE|VARCHAR2|12|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|LOCATIONS|CITY|VARCHAR2|30|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|LOCATIONS|STATE_PROVINCE|VARCHAR2|25|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|LOCATIONS|COUNTRY_ID|CHAR|2|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|EMPLOYEE_ID|NUMBER|22|6|0|N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|FIRST_NAME|VARCHAR2|20|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|LAST_NAME|VARCHAR2|25|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|EMAIL|VARCHAR2|25|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|PHONE_NUMBER|VARCHAR2|20|||Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|HIRE_DATE|DATE|7|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|JOB_ID|VARCHAR2|10|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|SALARY|NUMBER|22|8|2|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|COMMISSION_PCT|NUMBER|22|2|2|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|MANAGER_ID|NUMBER|22|6|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|EMPLOYEES|DEPARTMENT_ID|NUMBER|22|4|0|Y|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|DEPARTMENTS|DEPARTMENT_ID|NUMBER|22|4|0|N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|DEPARTMENTS|DEPARTMENT_NAME|VARCHAR2|30|||N|instance-1_nok19orcl_729121870|'NA'
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|DEPARTMENTS|MANAGER_ID|NUMBER|22|6|0|Y|instance-1_nok19orcl_729121870|'NA'
