pkey,con_id,owner,table_name,column_name,data_type,data_length,data_precision,data_scale,nullable,dma_source_id,dma_manual_id
dms-test_2024-06-13094240,1,MOCKSCHEMA,COUNTRIES_DEMO,CURRENCY_SYMBOL,CHARACTER VARYING,3,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,COUNTRIES_DEMO,REGION,CHARACTER VARYING,15,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,EMP_DETAILS_VIEW,REGION_NAME,CHARACTER VARYING,25,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,TBL_TEST_FUNCTIONAL_INDEX_2,COL_3,CHARACTER VARYING,1,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,TBL_TEST_FUNCTIONAL_INDEX_1,COL_3,CHARACTER VARYING,1,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,VW_LISTAGG,MEMBERS,TEXT,,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,JOBS,JOB_ID,CHARACTER VARYING,10,,,NO,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,JOBS,JOB_TITLE,CHARACTER VARYING,35,,,NO,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,ORACLE_TO_CHAR_DATE,DAY-MONTH-YEAR,TEXT,,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,ORACLE_TO_CHAR_DATE,TIME IN 24-HR FORMAT,TEXT,,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,EMP_DETAILS_VIEW,JOB_ID,CHARACTER VARYING,10,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,DEST_TAB,OWNER,CHARACTER VARYING,30,,,NO,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,DEST_TAB,OBJECT_NAME,CHARACTER VARYING,30,,,NO,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,DEST_TAB,OBJECT_TYPE,CHARACTER VARYING,19,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,ORACLE_TO_CHAR_DATE,ISO YEAR AND WEEK OF YEAR,TEXT,,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,COUNTRIES,COUNTRY_ID,CHARACTER,2,,,NO,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,COUNTRIES,COUNTRY_NAME,CHARACTER VARYING,40,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,ORACLE_TO_CHAR_DATE,MONTH NAME,TEXT,,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,ORACLE_TO_CHAR_DATE,YEAR,TEXT,,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,EMP_DETAILS_VIEW,COUNTRY_ID,CHARACTER,2,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,EMP_DETAILS_VIEW,FIRST_NAME,CHARACTER VARYING,20,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,JOB_HISTORY,JOB_ID,CHARACTER VARYING,10,,,NO,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,EMP_DETAILS_VIEW,LAST_NAME,CHARACTER VARYING,25,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,VW_LISTAGG_OVERFLOW,MEMBERS,TEXT,,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,LOCATIONS,STREET_ADDRESS,CHARACTER VARYING,40,,,YES,Postgres,
dms-test_2024-06-13094240,1,MOCKSCHEMA,LOCATIONS,POSTAL_CODE,CHARACTER VARYING,12,,,YES,Postgres,
