PKEY|CON_ID|OWNER|NAME|TYPE|NR_LINES|DMA_SOURCE_ID|DMA_MANUAL_ID
instance-1_NOK19ORC_061324082624|3|MOCKSCHEMA|STRINGS_T|TYPE|1|instance-1_nok19orcl_729121870|'NA'
